"category_id","category_name","level","parent_category","parent_id","industry_id","is_selected"
204998,Thịt hộp,3,Thực phẩm đóng hộp,204997,9,1
205031,Thủy sản hộp,3,Thực phẩm đóng hộp,204997,9,0
205064,Pate hộp,3,Thực phẩm đóng hộp,204997,9,0
205097,"Rau, củ, trái cây đóng hộp",3,Thực phẩm đóng hộp,204997,9,0
205663,"Lạp xưởng, xúc xích, khô sấy",2,"Gạo, bột và thực phẩm khô",201000,9,1
205664,"Khô sấy, chà bông, ruốc",3,"Lạp xưởng, xúc xích, khô sấy",205663,9,0
205697,"Lạp xưởng, xúc xích ăn liền",3,"Lạp xưởng, xúc xích, khô sấy",205663,9,1
206329,"Gạo, bột và thực phẩm khô khác",2,"Gạo, bột và thực phẩm khô",201000,9,1
221000,Chăm sóc nhà cửa,1,"",0,9,1
221001,Giặt giũ và chăm sóc quần áo,2,Chăm sóc nhà cửa,221000,9,1
221002,"Bột giặt, nước giặt, viên giặt",3,Giặt giũ và chăm sóc quần áo,221001,9,1
221035,"Nước xả vải, xịt vải",3,Giặt giũ và chăm sóc quần áo,221001,9,0
221068,"Dung dịch tẩy, chất tẩy",3,Giặt giũ và chăm sóc quần áo,221001,9,0
221101,"Nước làm thơm, nước ủi quần áo",3,Giặt giũ và chăm sóc quần áo,221001,9,0
221667,Vệ sinh nhà cửa,2,Chăm sóc nhà cửa,221000,9,1
221668,Nước lau sàn,3,Vệ sinh nhà cửa,221667,9,1
221701,"Nước lau kính, lau bếp",3,Vệ sinh nhà cửa,221667,9,0
221734,Nước rửa chén,3,Vệ sinh nhà cửa,221667,9,0
221767,Khử mùi và xịt thơm phòng,3,Vệ sinh nhà cửa,221667,9,0
221800,"Diệt chuột, côn trùng",3,Vệ sinh nhà cửa,221667,9,0
221833,Tẩy rửa nhà tắm,3,Vệ sinh nhà cửa,221667,9,0
221866,"Chất thông tắc cống, ống nước",3,Vệ sinh nhà cửa,221667,9,1
222333,"Giấy vệ sinh, khăn giấy",2,Chăm sóc nhà cửa,221000,9,1
222334,Giấy vệ sinh,3,"Giấy vệ sinh, khăn giấy",222333,9,0
222367,Khăn giấy,3,"Giấy vệ sinh, khăn giấy",222333,9,1
222400,Khăn ướt,3,"Giấy vệ sinh, khăn giấy",222333,9,0
222999,Chăm sóc nhà cửa khác,2,Chăm sóc nhà cửa,221000,9,1
241000,Nhà cửa và đời sống,1,"",0,9,1
241001,Đồ dùng phòng ngủ,2,Nhà cửa và đời sống,241000,9,1
241002,"Chăn, ga, gối, nệm",3,Đồ dùng phòng ngủ,241001,9,1
241035,Phụ kiện phòng ngủ,3,Đồ dùng phòng ngủ,241001,9,0
241068,Nội thất phòng ngủ,3,Đồ dùng phòng ngủ,241001,9,0
241667,Dụng cụ phòng ăn và nhà bếp,2,Nhà cửa và đời sống,241000,9,1
241668,Nồi điện các loại,3,Dụng cụ phòng ăn và nhà bếp,241667,9,1
241701,Nồi và chảo,3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241734,"Máy xay, máy ép",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241767,"Lò nướng, vỉ nướng, lò vi sóng",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241800,Thiết bị nhà bếp khác,3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241833,"Dao, thớt, kéo làm bếp",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241866,"Dụng cụ làm bánh, pha chế",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241899,"Tô, chén, đĩa, muỗng, đũa",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241932,"Bình, ly, cốc",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241965,"Màng bọc thực phẩm, giấy thấm dầu, giấy bạc,...",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
241998,Hộp đựng thực phẩm,3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
242031,"Khăn lau bếp, nhấc lót nồi",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
242064,"Túi rác, sọt rác",3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
242097,Dụng cụ bếp khác,3,Dụng cụ phòng ăn và nhà bếp,241667,9,0
242333,Đồ dùng phòng tắm,2,Nhà cửa và đời sống,241000,9,1
242334,Dụng cụ vệ sinh,3,Đồ dùng phòng tắm,242333,9,0
242367,"Khăn tắm, bông tắm",3,Đồ dùng phòng tắm,242333,9,1
242400,"Móc treo, thùng đựng đồ",3,Đồ dùng phòng tắm,242333,9,0
242433,Đồ dùng phòng tắm khác,3,Đồ dùng phòng tắm,242333,9,0
242999,Trang trí nhà cửa,2,Nhà cửa và đời sống,241000,9,1
243000,Thảm,3,Trang trí nhà cửa,242999,9,1
243033,"Lọ, hoa giả, tranh trang trí",3,Trang trí nhà cửa,242999,9,0
243066,Vật phẩm phong thủy,3,Trang trí nhà cửa,242999,9,0
243099,Dụng cụ trang trí nhà khác,3,Trang trí nhà cửa,242999,9,0
243665,Sửa chữa nhà cửa,2,Nhà cửa và đời sống,241000,9,1
243666,"Máy đo nhiệt độ, độ ẩm",3,Sửa chữa nhà cửa,243665,9,0
243699,Thước đo các loại,3,Sửa chữa nhà cửa,243665,9,0
243732,Kềm và dũa các loại,3,Sửa chữa nhà cửa,243665,9,0
243765,"Cờ lê, mỏ lết, búa các loại",3,Sửa chữa nhà cửa,243665,9,0
243798,"Ốc vít, đinh tán các loại",3,Sửa chữa nhà cửa,243665,9,1
243831,"Máy khoan, mũi khoan, máy mài, máy cắt",3,Sửa chữa nhà cửa,243665,9,0
243864,Sửa chữa nhà cửa khác,3,Sửa chữa nhà cửa,243665,9,0
244331,Đồ thờ cúng,2,Nhà cửa và đời sống,241000,9,0
244332,"Bàn thờ, trang thờ, tủ thờ",3,Đồ thờ cúng,244331,9,0
244365,Đèn thờ các loại,3,Đồ thờ cúng,244331,9,0
244398,"Lư hương, bát nhang",3,Đồ thờ cúng,244331,9,0
244431,Đồ thờ cúng khác,3,Đồ thờ cúng,244331,9,1
244997,Văn phòng phẩm,2,Nhà cửa và đời sống,241000,9,1
244998,Giấy in liên - giấy fax nhiệt,3,Văn phòng phẩm,244997,9,0
245031,Phiếu - biểu mẫu,3,Văn phòng phẩm,244997,9,0
245064,Kệ - bìa hồ sơ,3,Văn phòng phẩm,244997,9,0
245097,Bộ dụng cụ học tập,3,Văn phòng phẩm,244997,9,1
245130,Máy tính học sinh,3,Văn phòng phẩm,244997,9,0
245163,Sổ tay-tập vở,3,Văn phòng phẩm,244997,9,0
245196,Văn phòng phẩm khác,3,Văn phòng phẩm,244997,9,0
245663,"Ngoài trời, sân vườn",2,Nhà cửa và đời sống,241000,9,1
245664,Dụng cụ làm vườn,3,"Ngoài trời, sân vườn",245663,9,0
245697,"Hạt giống, cây con",3,"Ngoài trời, sân vườn",245663,9,1
245730,"Đất, dưỡng cây, hoa",3,"Ngoài trời, sân vườn",245663,9,0
245763,"Chậu cây, xịt rửa và phụ kiện",3,"Ngoài trời, sân vườn",245663,9,0
246329,Đèn và thiết bị chiếu sáng,2,Nhà cửa và đời sống,241000,9,1
246330,Đèn các loại,3,Đèn và thiết bị chiếu sáng,246329,9,0
246363,Bóng và linh kiện đèn,3,Đèn và thiết bị chiếu sáng,246329,9,1
261000,Điện thoại,1,"",0,71,1
261001,iPhone,2,Điện thoại,261000,71,1
261667,Samsung,2,Điện thoại,261000,71,1
262333,Xiaomi,2,Điện thoại,261000,71,1
262999,Oppo,2,Điện thoại,261000,71,1
263665,Realme,2,Điện thoại,261000,71,1
264331,Vivo,2,Điện thoại,261000,71,1
264997,Asus,2,Điện thoại,261000,71,1
265663,Nokia,2,Điện thoại,261000,71,1
266329,Tecno,2,Điện thoại,261000,71,1
266995,Masstel,2,Điện thoại,261000,71,1
267661,Infinix,2,Điện thoại,261000,71,1
268327,Điện thoại phổ thông,2,Điện thoại,261000,71,1
268993,Các loại điện thoại khác,2,Điện thoại,261000,71,1
281000,Máy tính bảng,1,"",0,71,1
281001,iPad,2,Máy tính bảng,281000,71,1
281667,Samsung,2,Máy tính bảng,281000,71,1
282333,Xiaomi,2,Máy tính bảng,281000,71,1
282999,Lenovo,2,Máy tính bảng,281000,71,1
283665,Nokia,2,Máy tính bảng,281000,71,1
284331,Oppo,2,Máy tính bảng,281000,71,1
284997,TCL,2,Máy tính bảng,281000,71,1
285663,Masstel,2,Máy tính bảng,281000,71,1
286329,Máy tính bảng khác,2,Máy tính bảng,281000,71,1
301000,Đồng hồ thông minh,1,"",0,71,1
301001,Apple Watch,2,Đồng hồ thông minh,301000,71,1
301667,Xiaomi,2,Đồng hồ thông minh,301000,71,1
302333,Samsung,2,Đồng hồ thông minh,301000,71,1
302999,Huawei,2,Đồng hồ thông minh,301000,71,1
303665,Garmin,2,Đồng hồ thông minh,301000,71,1
304331,Oppo,2,Đồng hồ thông minh,301000,71,1
304997,Soundpeats,2,Đồng hồ thông minh,301000,71,1
305663,Mykid,2,Đồng hồ thông minh,301000,71,1
306329,Kidcare,2,Đồng hồ thông minh,301000,71,1
306995,Đồng hồ thông minh khác,2,Đồng hồ thông minh,301000,71,1
307661,Vòng đeo thông minh,2,Đồng hồ thông minh,301000,71,1
307662,Huawei,3,Vòng đeo thông minh,307661,71,1
307695,Xiaomi,3,Vòng đeo thông minh,307661,71,1
321000,Laptop,1,"",0,71,1
321001,Macbook,2,Laptop,321000,71,1
321667,Asus,2,Laptop,321000,71,1
322333,Lenovo,2,Laptop,321000,71,1
322999,Dell,2,Laptop,321000,71,1
323665,HP,2,Laptop,321000,71,1
324331,Acer,2,Laptop,321000,71,1
324997,Huawei,2,Laptop,321000,71,1
325663,MSI,2,Laptop,321000,71,1
326329,Microsoft,2,Laptop,321000,71,1
326995,Gigabyte,2,Laptop,321000,71,1
327661,Laptop khác,2,Laptop,321000,71,1
341000,Phụ kiện,1,"",0,71,1
341001,Phụ kiện di động,2,Phụ kiện,341000,71,1
341002,Sim,3,Phụ kiện di động,341001,71,1
341035,Sạc dự phòng,3,Phụ kiện di động,341001,71,1
341068,"Cáp, sạc",3,Phụ kiện di động,341001,71,1
341101,Bao da - ốp lưng,3,Phụ kiện di động,341001,71,1
341134,Miếng dán màn hình,3,Phụ kiện di động,341001,71,1
341167,"Giá đỡ, chấn đế, móc dán",3,Phụ kiện di động,341001,71,1
341200,Phụ kiện di động khác,3,Phụ kiện di động,341001,71,1
341667,Phụ kiện laptop,2,Phụ kiện,341000,71,1
341668,"Chuột, bàn phím",3,Phụ kiện laptop,341667,71,1
341701,Balo/túi chống sốc,3,Phụ kiện laptop,341667,71,1
341734,Webcam,3,Phụ kiện laptop,341667,71,1
341767,"Giá đỡ, chân đế",3,Phụ kiện laptop,341667,71,1
341800,Lót chuột,3,Phụ kiện laptop,341667,71,1
341833,Sạc laptop,3,Phụ kiện laptop,341667,71,1
342333,Thiết bị âm thanh,2,Phụ kiện,341000,71,1
342334,Tai nghe bluetooth,3,Thiết bị âm thanh,342333,71,1
342367,Tai nghe dây,3,Thiết bị âm thanh,342333,71,1
342400,Loa,3,Thiết bị âm thanh,342333,71,1
342433,Micro,3,Thiết bị âm thanh,342333,71,1
342999,Phụ kiện khác,2,Phụ kiện,341000,71,1
361000,Linh kiện sửa chữa,1,"",0,71,1
361001,Màn hình,2,Linh kiện sửa chữa,361000,71,1
361667,Pin,2,Linh kiện sửa chữa,361000,71,1
362333,Camera,2,Linh kiện sửa chữa,361000,71,1
362999,Bo mạch,2,Linh kiện sửa chữa,361000,71,1
363665,Linh kiện sửa chữa khác,2,Linh kiện sửa chữa,361000,71,1
721000,Sữa cho bé,1,"",0,1,1
721001,Sữa bột,2,Sữa cho bé,721000,1,1
722001,Sữa nước các loại,2,Sữa cho bé,721000,1,1
741000,Bỉm - Tã,1,"",0,1,1
741001,Bỉm - Tã dán,2,Bỉm - Tã,741000,1,1
742001,Bỉm - Tã quần,2,Bỉm - Tã,741000,1,1
743001,Miếng lót,2,Bỉm - Tã,741000,1,1
744001,Bỉm - Tã người lớn,2,Bỉm - Tã,741000,1,1
745001,"Bỉm, tã khác",2,Bỉm - Tã,741000,1,1
761000,Bình sữa và phụ kiện,1,"",0,1,1
761001,Bình sữa,2,Bình sữa và phụ kiện,761000,1,1
762001,Núm ty cho bé,2,Bình sữa và phụ kiện,761000,1,1
762002,Núm ty thay thế,3,Núm ty cho bé,762001,1,1
762035,Núm ty ngậm & Ty giả,3,Núm ty cho bé,762001,1,1
763001,Hộp chia sữa,2,Bình sữa và phụ kiện,761000,1,1
764001,Cọ rửa bình,2,Bình sữa và phụ kiện,761000,1,1
765001,Giá úp bình sữa,2,Bình sữa và phụ kiện,761000,1,1
766001,Nước rửa bình,2,Bình sữa và phụ kiện,761000,1,1
767001,Túi giữ nhiệt,2,Bình sữa và phụ kiện,761000,1,1
781000,"Ăn dặm, dinh dưỡng",1,"",0,1,1
781001,Bánh ăn dặm,2,"Ăn dặm, dinh dưỡng",781000,1,1
782001,Bột ăn dặm,2,"Ăn dặm, dinh dưỡng",781000,1,1
783001,"Cháo, mì ăn dặm",2,"Ăn dặm, dinh dưỡng",781000,1,1
783002,Cháo,3,"Cháo, mì ăn dặm",783001,1,1
783035,Mì,3,"Cháo, mì ăn dặm",783001,1,1
784001,Váng sữa,2,"Ăn dặm, dinh dưỡng",781000,1,1
785001,Phô mai,2,"Ăn dặm, dinh dưỡng",781000,1,1
786001,Sữa chua,2,"Ăn dặm, dinh dưỡng",781000,1,1
787001,Gia vị chế biến,2,"Ăn dặm, dinh dưỡng",781000,1,1
787002,Dầu ăn,3,Gia vị chế biến,787001,1,1
787035,Hạt nêm,3,Gia vị chế biến,787001,1,1
787068,"Mắm, nước tương",3,Gia vị chế biến,787001,1,1
787101,Gia vị rắc cơm,3,Gia vị chế biến,787001,1,1
787134,Chà bông/ruốc,3,Gia vị chế biến,787001,1,1
788001,Dinh dưỡng đóng lọ,2,"Ăn dặm, dinh dưỡng",781000,1,1
789001,Thực phẩm ăn dặm khác,2,"Ăn dặm, dinh dưỡng",781000,1,1
801000,Vitamin & sức khỏe,1,"",0,1,1
801001,Vitamin cho bé,2,Vitamin & sức khỏe,801000,1,1
801002,DHA/Omega3,3,Vitamin cho bé,801001,1,1
801035,Săt - Kẽm - Canxi,3,Vitamin cho bé,801001,1,1
801068,Vitamin D3K2,3,Vitamin cho bé,801001,1,1
801101,Vitamin khác,3,Vitamin cho bé,801001,1,1
802001,Men vi sinh,2,Vitamin & sức khỏe,801000,1,1
803001,Giúp bé ăn ngon,2,Vitamin & sức khỏe,801000,1,1
804001,Bột sữa non,2,Vitamin & sức khỏe,801000,1,1
805001,Tăng cường miễn dịch,2,Vitamin & sức khỏe,801000,1,1
806001,Tăng sức đề kháng,2,Vitamin & sức khỏe,801000,1,1
807001,Miếng dán hạ sốt,2,Vitamin & sức khỏe,801000,1,1
821000,Đồ dùng mẹ & bé,1,"",0,1,1
821001,Máy hút sữa,2,Đồ dùng mẹ & bé,821000,1,1
822001,Máy hâm sữa,2,Đồ dùng mẹ & bé,821000,1,1
823001,Máy rửa bình - máy tiệt trùng bình sữa,2,Đồ dùng mẹ & bé,821000,1,1
824001,Máy pha sữa,2,Đồ dùng mẹ & bé,821000,1,1
825001,Máy đun nước pha sữa,2,Đồ dùng mẹ & bé,821000,1,1
826001,Máy làm ấm khăn ướt,2,Đồ dùng mẹ & bé,821000,1,1
827001,Túi trữ sữa,2,Đồ dùng mẹ & bé,821000,1,1
828001,"Xe đẩy, đai, địu",2,Đồ dùng mẹ & bé,821000,1,1
828002,Xe đẩy,3,"Xe đẩy, đai, địu",828001,1,1
828035,Đai,3,"Xe đẩy, đai, địu",828001,1,1
828068,Địu,3,"Xe đẩy, đai, địu",828001,1,1
828101,Ghế ngồi xe hơi,3,"Xe đẩy, đai, địu",828001,1,1
829001,"Giường, nôi, cũi",2,Đồ dùng mẹ & bé,821000,1,1
830001,Đồ dùng bé ngủ,2,Đồ dùng mẹ & bé,821000,1,1
830035,Gối,3,Đồ dùng bé ngủ,830001,1,1
830068,"Nệm, màn chống muỗi",3,Đồ dùng bé ngủ,830001,1,1
830101,Ủ kén - Nhộng chũn,3,Đồ dùng bé ngủ,830001,1,1
830134,"Chăn mền, chiếu",3,Đồ dùng bé ngủ,830001,1,1
831001,Dụng cụ bé ăn,2,Đồ dùng mẹ & bé,821000,1,1
831002,"Ghế nằm, ngồi ăn",3,Dụng cụ bé ăn,831001,1,1
831035,"Tô, chén, đĩa, muỗng",3,Dụng cụ bé ăn,831001,1,1
831068,Bình tập uống,3,Dụng cụ bé ăn,831001,1,1
831101,"Ly, cốc uông nước",3,Dụng cụ bé ăn,831001,1,1
831134,Yếm ăn cho bé,3,Dụng cụ bé ăn,831001,1,1
831167,"Bình ủ sữa, giữ nhiệt",3,Dụng cụ bé ăn,831001,1,1
831200,Dụng cụ chế biến ăn dặm,3,Dụng cụ bé ăn,831001,1,1
831233,Dụng cụ ăn dặm khác,3,Dụng cụ bé ăn,831001,1,1
832001,Chăm sóc da cho bé,2,Đồ dùng mẹ & bé,821000,1,1
832002,Kem chống nắng,3,Chăm sóc da cho bé,832001,1,1
832035,Kem dưỡng da,3,Chăm sóc da cho bé,832001,1,1
832068,"Phấn rôm, kem hăm",3,Chăm sóc da cho bé,832001,1,1
832101,Xịt chống muỗi - kem chống muỗi,3,Chăm sóc da cho bé,832001,1,1
833001,"Sức khỏe, an toàn",2,Đồ dùng mẹ & bé,821000,1,1
833002,"Nhiệt kế, huyết áp",3,"Sức khỏe, an toàn",833001,1,1
833035,"Dầu nóng, khuynh diệp",3,"Sức khỏe, an toàn",833001,1,1
833068,"Trị muỗi, côn trùng",3,"Sức khỏe, an toàn",833001,1,1
833101,"Chiều cao, cân nặng",3,"Sức khỏe, an toàn",833001,1,1
833134,"Bịt ổ điện, góc bàn",3,"Sức khỏe, an toàn",833001,1,1
841000,Thời trang & phụ kiện cho bé,1,"",0,1,1
841001,Bé trai,2,Thời trang & phụ kiện cho bé,841000,1,1
841002,Quần,3,Bé trai,841001,1,1
841035,Áo,3,Bé trai,841001,1,1
841068,Bộ quần áo,3,Bé trai,841001,1,1
842001,Bé gái,2,Thời trang & phụ kiện cho bé,841000,1,1
842002,Váy,3,Bé gái,842001,1,1
842035,Áo,3,Bé gái,842001,1,1
842068,Quần,3,Bé gái,842001,1,1
842101,Bộ quần áo,3,Bé gái,842001,1,1
843001,Đồ sơ sinh,2,Thời trang & phụ kiện cho bé,841000,1,1
844001,Balo,2,Thời trang & phụ kiện cho bé,841000,1,1
845001,"Giày, dép",2,Thời trang & phụ kiện cho bé,841000,1,1
846001,"Kính, mũ",2,Thời trang & phụ kiện cho bé,841000,1,1
847001,"Găng tay, tất, khẩu trang",2,Thời trang & phụ kiện cho bé,841000,1,1
861000,"Tắm gội, vệ sinh, giặt xả",1,"",0,1,1
861001,Tắm gội,2,"Tắm gội, vệ sinh, giặt xả",861000,1,1
861002,Sữa tắm,3,Tắm gội,861001,1,1
861035,Dầu gội,3,Tắm gội,861001,1,1
861068,Dung dịch vệ sinh cho bé,3,Tắm gội,861001,1,1
862001,Dụng cụ tắm bé,2,"Tắm gội, vệ sinh, giặt xả",861000,1,1
862002,"Chậu, ghế, nón tắm",3,Dụng cụ tắm bé,862001,1,1
862035,"Khăn tắm, khăn mặt",3,Dụng cụ tắm bé,862001,1,1
863001,Vệ sinh cá nhân cho bé,2,"Tắm gội, vệ sinh, giặt xả",861000,1,1
863002,"Kem đánh răng, nước súc miệng",3,Vệ sinh cá nhân cho bé,863001,1,1
863035,Bàn chải đánh răng,3,Vệ sinh cá nhân cho bé,863001,1,1
863068,Gạc rơ lưỡi,3,Vệ sinh cá nhân cho bé,863001,1,1
863101,Nước nhỏ mắt mũi,3,Vệ sinh cá nhân cho bé,863001,1,1
863134,Lấy ráy tai,3,Vệ sinh cá nhân cho bé,863001,1,1
863167,Dụng cụ hút mũi,3,Vệ sinh cá nhân cho bé,863001,1,1
863200,Tăm bông,3,Vệ sinh cá nhân cho bé,863001,1,1
863233,"Bô, lót bồn cầu",3,Vệ sinh cá nhân cho bé,863001,1,1
863266,Móc phơi,3,Vệ sinh cá nhân cho bé,863001,1,1
863299,"Bấm móng tay, móng chân",3,Vệ sinh cá nhân cho bé,863001,1,1
863332,"Khăn ướt, khăn khô",3,Vệ sinh cá nhân cho bé,863001,1,1
863365,Xịt vệ sinh mũi,3,Vệ sinh cá nhân cho bé,863001,1,1
864001,Giặt xả,2,"Tắm gội, vệ sinh, giặt xả",861000,1,1
864002,"Nước giặt, bột giặt",3,Giặt xả,864001,1,1
864035,Nước xả,3,Giặt xả,864001,1,1
865001,Dầu massage,2,"Tắm gội, vệ sinh, giặt xả",861000,1,1
881000,Đồ chơi và học tập,1,"",0,1,1
881001,Đồ chơi trẻ sơ sinh,2,Đồ chơi và học tập,881000,1,1
881002,Đồ chơi bóp chíp và xúc sắc,3,Đồ chơi trẻ sơ sinh,881001,1,1
881035,"Gắm nướu, cắn răng",3,Đồ chơi trẻ sơ sinh,881001,1,1
881068,Đồ chơi kệ chữ A,3,Đồ chơi trẻ sơ sinh,881001,1,1
882001,Đồ chơi thông minh,2,Đồ chơi và học tập,881000,1,1
882002,"Đồ chơi lắp ráp, xếp hình",3,Đồ chơi thông minh,882001,1,1
883001,"Đồ chơi mô hình, điều khiển",2,Đồ chơi và học tập,881000,1,1
884001,Đồ chơi gỗ,2,Đồ chơi và học tập,881000,1,1
885001,Búp bê và thú bông,2,Đồ chơi và học tập,881000,1,1
886001,"Xe tập đi, xe lắc, chòi chân, scooter",2,Đồ chơi và học tập,881000,1,1
888001,Đồ chơi khác,2,Đồ chơi và học tập,881000,1,1
889001,"Sách, truyện, dụng cụ học tập",2,Đồ chơi và học tập,881000,1,1
889002,Sách và truyện,3,"Sách, truyện, dụng cụ học tập",889001,1,1
889035,Dụng cụ học tập,3,"Sách, truyện, dụng cụ học tập",889001,1,1
901000,Mẹ bầu và sau sinh,1,"",0,1,1
901001,Sữa cho mẹ bầu,2,Mẹ bầu và sau sinh,901000,1,1
902001,Vitamin cho mẹ bầu và mẹ sau sinh,2,Mẹ bầu và sau sinh,901000,1,1
903001,Dinh dưỡng cho mẹ,2,Mẹ bầu và sau sinh,901000,1,1
904001,Mỹ phẩm cho mẹ,2,Mẹ bầu và sau sinh,901000,1,1
905001,Miếng lót thấm sữa,2,Mẹ bầu và sau sinh,901000,1,1
906001,Băng vệ sinh,2,Mẹ bầu và sau sinh,901000,1,1
907001,Thời trang cho mẹ,2,Mẹ bầu và sau sinh,901000,1,1
907002,Bộ đồ sau sinh,3,Thời trang cho mẹ,907001,1,1
907035,Quần lót,3,Thời trang cho mẹ,907001,1,1
907068,Áo lót,3,Thời trang cho mẹ,907001,1,1
907101,Gen nịt bụng,3,Thời trang cho mẹ,907001,1,1
907134,Phụ kiện thời trang cho mẹ,3,Thời trang cho mẹ,907001,1,1
2961000,các loại khác,1,"",0,0,1
2961000,các loại khác,1,"",0,0,1
2961000,các loại khác,1,"",0,0,1
2961000,các loại khác,1,"",0,0,1
2961001,các loại khác,2,"",2961000,0,1
2961001,các loại khác,2,các loại khác,2961000,0,1
2961001,các loại khác,2,các loại khác,2961000,0,1
2961001,các loại khác,2,các loại khác,2961000,0,1
2966001,các loại mẹ và bé khác,2,"",2961000,0,1
2966001,các loại mẹ và bé khác,2,các loại khác,2961000,0,1
2967001,các loại mỹ phẩm khác,2,các loại khác,2961000,0,1
2967001,các loại mỹ phẩm khác,2,các loại khác,2961000,0,1
